Zeit,Produktionskosten [EUR/t],Szenario
28,593.8459746553697,26
29,769.0166881600743,26
30,352.23132120521666,26
31,371.5027521077995,26
32,419.7570930666928,26
33,770.3888644726186,26
34,291.10243761289723,26
35,796.235974015648,26
36,612.5825614305702,26
37,938.2192279373196,26
38,336.01626852742345,26
39,947.7020458330957,26
40,743.284665720161,26
41,956.9008725637567,26
42,345.37294008677867,26
43,905.3190668469563,26
44,861.9417271214386,26
1,282.8653512630983,27
2,372.75472660625513,27
3,898.5553869568504,27
4,907.3464028656667,27
5,677.5255627275184,27
6,1142.9991611897449,27
7,948.911221745645,27
8,1131.021905671972,27
9,770.8333138330462,27
10,1543.2843684376683,27
11,1393.6443287688237,27
12,881.2377722829461,27
13,1306.2606244329259,27
14,594.2696289501097,27
15,945.0806439769314,27
16,861.3501772568925,27
17,1242.629803137661,27
18,758.5644734747344,27
19,1007.704012812948,27
20,995.0282168793592,27
21,843.5724220554667,27
22,622.1711350918408,27
23,892.3715052153901,27
24,681.4016175501511,27
25,392.7225234756138,27
26,37.2121536851878,27
27,370.1691048240959,27
28,570.5367015873932,27
29,783.71948481518,27
30,376.5038229200795,27
31,374.6936122250691,27
32,390.84720377521006,27
33,771.5464600539482,27
34,286.0244401794363,27
35,765.971427423392,27
36,599.6656851108502,27
37,947.3210360623226,27
38,367.1126736543563,27
39,909.0843078959831,27
40,728.8810715441027,27
41,966.4981145202103,27
42,359.56265044834765,27
43,951.5106838578301,27
44,850.7395899773728,27
1,297.0565382135037,28
2,361.3363391470544,28
3,884.4529614409121,28
4,944.5857559953621,28
5,693.468168703689,28
6,1141.3692793698024,28
7,906.0374290891524,28
8,1132.9079369899039,28
9,782.2863450266756,28
10,1528.41017206914,28
11,1393.6446180149778,28
12,869.4847026057778,28
13,1251.2271446611423,28
14,575.8417829624171,28
15,895.7165931385474,28
16,843.0008963129477,28
17,1277.2575319518987,28
18,737.3919871653558,28
19,959.8640841121523,28
20,1064.1317608234233,28
21,830.3529945351329,28
22,600.9965163262478,28
23,898.9654115572463,28
24,719.5766637868403,28
25,349.3299323187328,28
26,34.698019949954144,28
27,374.41948104590335,28
28,545.7643817506871,28
29,792.6485041579135,28
30,419.4224544513057,28
31,410.1062975825617,28
32,367.33772918507026,28
33,738.6577975310108,28
34,323.6240358013479,28
35,778.7610974430623,28
36,577.0214794995558,28
37,963.79848218138,28
38,347.1911251313904,28
39,886.0546877557827,28
40,725.2034783330662,28
41,960.427420318116,28
42,325.6283089680867,28
43,956.922268611306,28
44,866.4592248097491,28
1,292.0186990354993,29
2,393.8712817360695,29
3,869.3432962717269,29
4,954.0721345863689,29
5,659.8782555369284,29
6,1181.7128969348066,29
7,859.4000033742755,29
8,1114.2115678739362,29
9,768.1060587528766,29
10,1489.3033376740343,29
11,1405.720749043912,29
12,819.6703540431447,29
13,1261.2700357620336,29
14,606.0726452542175,29
15,890.581991421668,29
16,843.0473075826926,29
17,1256.1967377644055,29
18,690.1828634982273,29
19,944.6890517921502,29
20,1059.7448466452595,29
21,813.0138692966466,29
22,568.9497034511925,29
23,914.641120065891,29
24,731.203506370593,29
25,362.0737780033333,29
26,16.280594168766463,29
27,359.99465526638005,29
28,555.8540221006216,29
29,787.1042174753327,29
30,454.38345979624825,29
31,420.18451871449963,29
32,358.8917606144528,29
33,743.7005781407241,29
34,353.9586494580142,29
35,802.567501839968,29
36,562.5667760606015,29
37,1015.9325715909263,29
38,322.19082056848856,29
39,909.1084885376926,29
40,705.1735869847126,29
41,998.3492842697312,29
42,293.37302870709425,29
43,961.3703630878142,29
44,890.2114690373583,29
1,284.2521318088326,30
2,389.63293996492564,30
3,882.9841476971444,30
4,964.1884616596436,30
5,659.0156048169464,30
6,1154.9478975707073,30
7,850.6904242845848,30
8,1116.8635068474284,30
9,752.1161431026736,30
10,1488.1891835652943,30
11,1480.4536682956525,30
12,767.1602061840856,30
13,1275.2467996762878,30
14,586.8955936093122,30
15,864.314015864941,30
16,828.400974774458,30
17,1280.8663921808966,30
18,669.1089437280145,30
19,993.8150899588015,30
20,1084.999271633222,30
21,814.8730062654172,30
22,561.2569190586902,30
23,907.3950381686399,30
24,681.1637546214803,30
25,357.27758634052606,30
26,-15.859837163862679,30
27,381.7769288698428,30
28,566.183206508709,30
29,769.295839573511,30
30,458.1029987359455,30
31,390.13229955387374,30
32,363.54380069384985,30
33,774.9556167853937,30
34,355.04519766405326,30
35,778.4541928938655,30
36,596.0359095369198,30
37,1022.3026944128336,30
38,338.5594162314986,30
39,901.8070798009861,30
40,707.2455428681436,30
41,1025.0141871372298,30
42,303.5592054339135,30
43,913.7753018120344,30
44,874.3418288774508,30
1,325.4834192922512,31
2,372.1116754638525,31
3,896.368541095058,31
4,990.5678355031193,31
5,672.2162487062083,31
6,1175.1451388375133,31
7,887.3940829614527,31
8,1126.2575410627494,31
9,734.7341672802207,31
10,1522.0825070920348,31
11,1482.464320210209,31
12,788.613398455677,31
13,1267.3354181670027,31
14,564.0450246406207,31
15,884.871174196617,31
16,798.418890549858,31
17,1340.223532336902,31
18,692.1163897485592,31
19,985.6889050715185,31
20,1070.3758967351666,31
21,859.2985820967773,31
22,599.095119788387,31
23,916.5379711660262,31
24,664.5455982125834,31
25,363.30660059653945,31
26,-45.59855997094305,31
27,418.64831567527057,31
28,585.2914176558287,31
29,791.1483035897963,31
30,462.0038354730648,31
31,399.68477212732887,31
32,349.83634328055825,31
33,811.5824060874683,31
34,366.9923304166247,31
35,826.6427207857815,31
36,615.5147119101349,31
37,1071.3332752097583,31
38,370.39376237405986,31
39,936.986673707148,31
40,675.3714789472791,31
41,1054.179464088115,31
42,312.6889747246484,31
43,894.2065290579349,31
44,857.8899849954538,31
1,334.44217123781266,32
2,361.32503405246547,32
3,875.0368987656975,32
4,1010.9990978089522,32
5,736.683538457145,32
6,1197.5249456620204,32
7,897.9751716323796,32
8,1119.2913165578632,32
9,719.9099338352581,32
10,1506.9537649889241,32
11,1443.5047160519946,32
12,811.3960061389199,32
13,1286.7645830162114,32
14,575.0285912446335,32
15,903.5938960076323,32
16,784.0846824164553,32
17,1369.651247985019,32
18,658.0570203875831,32
19,1008.8459238064115,32
20,1069.61239466814,32
21,813.0954836344271,32
22,547.1266027714471,32
23,913.5949635219412,32
24,661.4424118014426,32
25,340.8213684527585,32
26,-38.34249804837771,32
27,430.1748814211245,32
28,583.3802035771914,32
29,810.2259312093109,32
30,456.5249583342434,32
31,369.8334267442426,32
32,339.87571220076273,32
33,784.2403388141529,32
34,366.41719251481715,32
35,785.570893920253,32
36,596.1446966883028,32
37,1057.983559457977,32
38,378.3591560583886,32
39,977.9117660233576,32
40,703.385018785171,32
41,1091.9587930446883,32
42,330.5469726670125,32
43,925.3418499279413,32
44,912.2121460411458,32
1,315.96438316126336,33
2,321.1827100830123,33
3,868.5775901485308,33
4,1032.5164739457875,33
5,749.6096809222973,33
6,1179.491074337433,33
7,837.4462745070939,33
8,1120.2959539135697,33
9,752.4719977204601,33
10,1480.5246659572272,33
11,1443.4872677025967,33
12,839.5135432922483,33
13,1297.543758426219,33
14,568.8690233043117,33
15,878.680341894525,33
16,769.2115932692694,33
17,1361.7732896525633,33
18,667.2307487694133,33
19,966.1521048915271,33
20,1016.5436161524002,33
21,830.050995498847,33
22,549.4706517110002,33
23,930.267619492611,33
24,629.6236825473615,33
25,356.3975833880371,33
26,-49.002244662522834,33
27,402.41902867806624,33
28,562.8250373045149,33
29,802.442609281469,33
30,468.6981701977194,33
31,367.7876140906527,33
32,303.24219140831207,33
33,754.2044723242643,33
34,364.2817484040603,33
35,799.4745995772554,33
36,593.9726362691085,33
37,1082.2185848897302,33
38,339.5561406099841,33
39,950.6970207959669,33
40,685.3526845380716,33
41,1074.1409416097079,33
42,340.8627002332814,33
43,939.4848553188274,33
44,921.8305839533158,33
1,321.5246956724088,34
2,321.1102593722039,34
3,839.7696221599468,34
4,1028.0321555877056,34
5,765.975829037289,34
6,1169.626277449744,34
7,836.536081513543,34
8,1086.9224286765748,34
9,790.0790531820295,34
10,1483.1606545106404,34
11,1456.5530628645165,34
12,839.4169698769655,34
13,1321.9307029135455,34
14,550.8468563012941,34
15,868.1456543909984,34
16,784.1081295891103,34
17,1373.7798318181885,34
18,638.5424800730823,34
19,1030.2798592555887,34
20,1037.974924990763,34
21,816.2229733928888,34
22,521.4328778444146,34
23,933.2398524704771,34
24,624.1809173659013,34
25,345.4412065503969,34
26,-64.85314095069388,34
27,386.10851984474175,34
28,551.6373415295824,34
29,780.7602358385838,34
30,452.41726976665126,34
31,378.698674998774,34
32,309.4834891494138,34
33,783.4070726885033,34
34,364.4848533973137,34
35,776.486237041796,34
36,605.994624537099,34
37,1115.336230772771,34
38,353.1684339921513,34
39,931.0639601397544,34
40,693.7381396271452,34
41,1085.7774458289744,34
42,335.6969498571793,34
43,971.1637467491997,34
44,919.9854664769822,34
1,284.7534736517568,35
2,334.8778355986596,35
3,872.5110175921823,35
4,1021.9023795421343,35
5,814.0676084726929,35
6,1194.2979582703117,35
7,823.0846641184563,35
8,1046.28968897745,35
9,816.4284805505094,35
10,1500.5935938941532,35
11,1493.4890480188806,35
12,832.9468290560724,35
13,1287.9111463002491,35
14,556.3328140890306,35
15,872.0252269489508,35
16,808.4467898335948,35
17,1344.5480247760868,35
18,578.236240512803,35
19,1003.4072394414457,35
20,1055.8829496000076,35
21,815.9538525741106,35
22,507.89748790696007,35
23,919.9999244233028,35
24,644.2094492301987,35
25,379.17363635921146,35
26,-30.07813339740933,35
27,435.4991450538485,35
28,580.2277190977413,35
29,818.8105980875577,35
30,438.6978906136264,35
31,412.35397433522746,35
32,315.81203078772677,35
33,853.1372419268894,35
34,375.81254538949815,35
35,750.745407400581,35
36,616.529322014374,35
37,1134.780430389681,35
38,324.7351995675816,35
39,909.642207773537,35
40,723.991238575785,35
41,1080.9258675330327,35
42,326.81131132669196,35
43,962.0190027977324,35
44,953.9151062529182,35
1,292.90016176184474,36
2,322.39593582629215,36
3,872.4551466977031,36
4,1041.8502203695039,36
5,782.9942745101566,36
6,1180.4692856545303,36
7,870.9205099596259,36
8,1069.4553986122662,36
9,844.6638013694435,36
10,1496.678663564653,36
11,1458.304362591065,36
12,845.9544249940283,36
13,1257.4177815672867,36
14,579.6293947482866,36
15,849.3855530024227,36
16,826.5523883465321,36
17,1317.7254298809278,36
18,567.6703556584655,36
19,1008.8165790451816,36
20,1033.5373519037273,36
21,844.9023872332698,36
22,555.2420578873476,36
23,864.3208498752921,36
24,635.5580864916162,36
25,347.2783204648558,36
26,-19.51025389942989,36
27,432.5205828888639,36
28,592.7904030461721,36
29,813.8120314346274,36
30,434.7174807425292,36
31,436.19812399805124,36
32,320.25534978317455,36
33,834.692691159493,36
34,344.2774388503404,36
35,760.488195641683,36
36,621.0576629549453,36
37,1102.551871375639,36
38,350.24506908998677,36
39,924.2292091696235,36
40,744.7893133152432,36
41,1098.0402675232456,36
42,338.1377945524227,36
43,953.155245953961,36
44,964.9615121872815,36
1,283.6112650960018,37
2,288.69686208696254,37
3,889.9961925919257,37
4,1054.3812670984507,37
5,825.6436695373641,37
6,1176.4779708645526,37
7,895.5859761480932,37
8,1029.5429846069414,37
9,819.1326033969278,37
10,1474.2783919725375,37
11,1485.121961575746,37
12,794.5560058368674,37
13,1247.7584612561066,37
14,589.0886871282546,37
15,839.3929874444669,37
16,812.5511434482975,37
17,1308.13863065542,37
18,545.3668072727195,37
19,1047.3787796065687,37
20,995.2608357528338,37
21,876.9343911161104,37
22,580.0170956806857,37
23,876.3269892767411,37
24,648.0382570925385,37
25,358.7104076527062,37
26,-4.8210550990383645,37
27,417.5316817317074,37
28,569.7549503724839,37
29,795.5769631213653,37
30,437.5381151438354,37
31,439.1770513800935,37
32,342.28872792937614,37
33,884.4200591555644,37
34,311.50893717138064,37
35,717.7152300839857,37
36,627.6347029211998,37
37,1139.0975792373438,37
38,331.86079340084245,37
39,931.0029832103193,37
40,724.9444533176088,37
41,1140.7779811776109,37
42,334.15554223926324,37
43,967.7371929736879,37
44,961.2248940275166,37
1,263.8274663736277,38
2,333.0180714698464,38
3,907.9829076976365,38
4,1103.7731613209346,38
5,817.5954180024034,38
6,1204.631818090662,38
7,906.3512307203976,38
8,1051.638717542631,38
9,859.786141705566,38
10,1454.82415717769,38
11,1561.5751700329665,38
12,784.1321538588923,38
13,1228.1928482991539,38
14,567.2393202605055,38
15,847.0160862209931,38
16,815.9059492984317,38
17,1353.8668632499543,38
18,603.7423289314178,38
19,1098.494435598364,38
20,960.6390436783918,38
21,905.0392046670753,38
22,600.3304009764546,38
23,910.5169827559045,38
24,649.9717511028986,38
25,355.04932124847215,38
26,32.07500730384312,38
27,456.3452396046466,38
28,573.3716711047223,38
29,815.8574269086481,38
30,420.23090412319226,38
31,451.4531505090782,38
32,355.64071145957536,38
33,874.4698131066511,38
34,292.35690162171113,38
35,704.3855131210229,38
36,640.1341640820517,38
37,1108.5077820447864,38
38,337.1774636958612,38
39,922.7927865439756,38
40,716.7336139311955,38
41,1152.8889005113053,38
42,336.64316139442104,38
43,978.9065804042608,38
44,950.7412868225623,38
1,256.44430130857046,39
2,341.08894839504484,39
3,890.0637808433405,39
4,1097.2744044013425,39
5,874.2005623592534,39
6,1156.786222890036,39
7,954.2225743802942,39
8,996.0682864427508,39
9,862.2589959111559,39
10,1382.9667748477605,39
11,1567.2279819496414,39
12,743.3170362325241,39
13,1255.1681952228282,39
14,576.7220044576658,39
15,821.178129545088,39
16,848.7777925853433,39
17,1352.0694539559408,39
18,609.6618529530904,39
19,1106.7463666385347,39
20,936.0595130962713,39
21,924.7725421700087,39
22,560.7970996124051,39
23,858.020958392128,39
24,636.9338069595884,39
25,356.520816082612,39
26,58.99657137103947,39
27,482.11018603185533,39
28,603.3177304482826,39
29,822.3884833851963,39
30,413.53461432633014,39
31,468.04614339899143,39
32,347.2500239141232,39
33,866.8870310536666,39
34,301.9912877925463,39
35,708.2367382039546,39
36,643.9748753353102,39
37,1149.1592087146003,39
38,321.42143229710416,39
39,968.2402762203471,39
40,735.4745849798586,39
41,1203.5567696286669,39
42,334.47830258703107,39
43,947.4292630983408,39
44,951.171657434047,39
1,280.824671348355,40
2,375.27771711657806,40
3,905.1069742409693,40
4,1098.4187016086532,40
5,903.9405286225873,40
6,1193.3215729017563,40
7,976.4433425294691,40
8,1003.1574836851352,40
9,904.930869437768,40
10,1366.0783126209858,40
11,1620.2818022453125,40
12,757.8115206651405,40
13,1245.7878172281428,40
14,615.8260471609159,40
15,877.8054984128873,40
16,895.6465349526851,40
17,1408.7839950846696,40
18,618.0167863071247,40
19,1154.356423818855,40
20,949.0483363714068,40
21,928.0227216162336,40
22,593.2985268720332,40
23,885.4120248979013,40
24,702.3444144854549,40
25,318.3979357349058,40
26,33.39419776389367,40
27,489.08538922994876,40
28,601.0615214690772,40
29,868.8744152886859,40
30,385.8823639142113,40
31,492.53151075492644,40
32,336.8087222083641,40
33,837.7729637319158,40
34,284.8813898021067,40
35,694.7394791972619,40
36,600.4554447237713,40
37,1095.531597636917,40
38,346.96168049901496,40
39,936.5003045529256,40
40,717.6658964180369,40
41,1254.4633105389753,40
42,309.3659578279569,40
43,950.166056587021,40
44,922.9732590970757,40
1,278.0483397298051,41
2,371.58295419991424,41
3,898.4812439150785,41
4,1127.131136594943,41
5,974.7561814670341,41
6,1158.8046523904254,41
7,987.057802931533,41
8,1001.8528903623302,41
9,843.5122350707235,41
10,1290.0412671161646,41
11,1604.5526336783162,41
12,777.0077203857834,41
13,1233.9803421551117,41
14,590.989245201337,41
15,894.8835637884079,41
16,883.6965952178723,41
17,1458.106576790076,41
18,638.2349680491089,41
19,1133.397734403141,41
20,921.8053014898682,41
21,941.7179155784777,41
22,605.8861541577047,41
23,915.4216423445552,41
24,657.4614438585048,41
25,318.6331148635187,41
26,43.604400009693606,41
27,462.88218681584965,41
28,580.653855080157,41
29,900.8541678390204,41
30,379.5607899680115,41
31,533.7672171545476,41
32,313.8501197630544,41
33,849.3880529405984,41
34,277.2488902348997,41
35,692.5725626084071,41
36,650.4237819194758,41
37,1089.439329717308,41
38,374.39192557221054,41
39,933.4790812528048,41
40,702.3763324975763,41
41,1286.4217177716037,41
42,320.9162818884054,41
43,977.1195780780241,41
44,927.1281427772442,41
1,254.29611988385585,42
2,389.68592716249617,42
3,874.5769162227568,42
4,1149.3124560684437,42
5,966.3117108425519,42
6,1129.470022626787,42
7,943.2363571585705,42
8,977.2960536442698,42
9,841.4603058420597,42
10,1285.9075290196656,42
11,1572.734562387432,42
12,734.8434654450184,42
13,1203.6644870895761,42
14,553.8810861568201,42
15,889.1332015399792,42
16,872.6963789525421,42
17,1470.1092603207328,42
18,616.0543711099901,42
19,1174.380372108327,42
20,914.5152408581125,42
21,928.1757805793483,42
22,612.0438105947276,42
23,943.7376015097677,42
24,622.8971343115427,42
25,322.79813063024943,42
26,19.444751677419447,42
27,419.9464234810572,42
28,625.8406654762622,42
29,882.4931327506713,42
30,409.06829097505414,42
31,509.7027756035491,42
32,302.4933708981327,42
33,809.058825242044,42
34,296.5206532215499,42
35,696.9285491629621,42
36,695.8016011052952,42
37,1015.1005119924976,42
38,380.1011003955325,42
39,911.0623951743754,42
40,678.1612392029078,42
41,1310.8776520955246,42
42,319.23290440924285,42
43,935.6938005936659,42
44,879.2568430658254,42
1,271.3645711952167,43
2,364.0830065606625,43
3,849.0430443983829,43
4,1127.1872414763138,43
5,908.9141810737773,43
6,1181.015470253672,43
7,980.2764900377312,43
8,949.7444812993551,43
9,887.8758465715489,43
10,1328.7597408686759,43
11,1501.6621141807007,43
12,721.043954768327,43
13,1230.5402171047858,43
14,555.6915627424734,43
15,896.5742378471373,43
16,888.7281367082536,43
17,1428.2008374200816,43
18,635.24343705395,43
19,1158.3811900070136,43
20,885.5095928851755,43
21,904.0818229205357,43
22,611.180178779699,43
23,913.0882053445732,43
24,602.1583414302452,43
25,320.06223781743734,43
26,6.421652699869103,43
27,399.2601369967356,43
28,626.4550019700035,43
29,911.3715955136014,43
30,399.91549219324867,43
31,458.8480418240843,43
32,279.23676371374455,43
33,867.4934094619199,43
34,317.35473627190373,43
35,713.0051320253687,43
36,715.0388879738535,43
37,1033.3463815291032,43
38,432.5460092707178,43
39,906.2110646223539,43
40,644.5197842800355,43
41,1353.8864885674946,43
42,318.39465824421876,43
43,956.2324882371272,43
44,836.26013986699,43
1,275.28560812386036,44
2,380.15383431927387,44
3,807.0086039648661,44
4,1187.9345550747414,44
5,979.8403366722258,44
6,1255.7080235385883,44
7,1009.060236728018,44
8,978.7744653315596,44
9,894.4116432406181,44
10,1276.5002841156152,44
11,1482.585578060214,44
12,724.5254859193323,44
13,1304.6806694986958,44
14,546.3584928094883,44
15,910.6317890584425,44
16,899.9826538309045,44
17,1485.5965396307822,44
18,598.1625113555314,44
19,1133.3206608400517,44
20,919.1721273285732,44
21,871.0312912251284,44
22,564.6950030769297,44
23,887.1819438977616,44
24,611.4026582444217,44
25,279.73208267029014,44
26,2.781484819359639,44
27,413.8664956729766,44
28,662.8867463106737,44
29,929.8239511254628,44
30,403.2649901165178,44
31,500.9639556738121,44
32,231.48386082917128,44
33,876.4635022098441,44
34,315.1075098050777,44
35,710.9890246582517,44
36,725.2419996344653,44
37,1037.589514290769,44
38,450.451863236283,44
39,896.4879019785755,44
40,638.6280227636508,44
41,1322.698025304741,44
42,300.8592446487823,44
43,967.6939247911605,44
44,861.3614224205821,44
1,300.01943108883887,45
2,384.2621974134848,45
3,805.7292141603413,45
4,1187.8414552320753,45
5,1023.013068338333,45
6,1194.8678793988042,45
7,1006.8921302753295,45
8,965.991874258297,45
9,874.4161767132591,45
10,1294.8542069157065,45
11,1490.5612259414731,45
12,698.9760717080759,45
13,1298.6472177507135,45
14,542.7007710643051,45
15,925.966731832161,45
16,931.6282462446943,45
17,1539.1493695148579,45
18,616.4078936208418,45
19,1103.3868488161363,45
20,928.1917898923364,45
21,861.5168032292187,45
22,614.9150536711344,45
23,941.0089615949403,45
24,639.7335931726489,45
25,316.59361322689176,45
26,21.455643610342072,45
27,437.1189966751528,45
28,709.5277150169856,45
29,902.777406747813,45
30,399.1102468047753,45
31,504.2309029254964,45
32,216.75831228466808,45
33,891.3367321422347,45
34,337.98933222937313,45
35,697.8759694801879,45
36,755.1242280400147,45
37,997.6744194111483,45
38,461.7822551160175,45
39,940.4725576928474,45
40,615.0580527386855,45
41,1270.5731793011685,45
42,336.8856281175914,45
43,997.6037609252087,45
44,849.6436614970612,45
1,322.7923767818008,46
2,391.5286235778166,46
3,825.8368311204839,46
4,1170.5092714030495,46
5,1033.2576435877043,46
6,1108.517727347064,46
7,1071.521841433471,46
8,1018.0310359454731,46
9,925.481781867937,46
10,1284.5317177480542,46
11,1538.6218727478047,46
12,730.6422175051982,46
13,1216.466553566326,46
14,550.1066263339156,46
15,946.2978059184677,46
16,856.7496283659519,46
17,1556.8974710009784,46
18,588.2482400360628,46
19,1102.6985642263198,46
20,913.0298318160123,46
21,883.5314080653958,46
22,634.4920525649515,46
23,971.4715295238291,46
24,634.3245467132634,46
25,342.151657014744,46
26,26.14189651258663,46
27,398.3736187823704,46
28,740.1707975969099,46
29,904.3980459552239,46
30,432.3600864601394,46
31,533.9706601638455,46
32,217.9323909563612,46
33,907.1564634624619,46
34,327.1295612988606,46
35,700.9868137525789,46
36,768.3293031851349,46
37,1019.4734582803195,46
38,441.4782917983579,46
39,989.8579910092851,46
40,637.3817573198846,46
41,1239.2134491730772,46
42,343.932001556146,46
43,1008.2655196211626,46
44,858.6012185224469,46
1,303.7861383989114,47
2,380.8531124216373,47
3,822.2442309442046,47
4,1205.8419602622569,47
5,1046.8742308252674,47
6,1107.9679146683568,47
7,1043.9015702607678,47
8,988.5284990310016,47
9,921.1561933084866,47
10,1281.923642026655,47
11,1519.6262398617876,47
12,736.5799654016496,47
13,1160.3058750657017,47
14,520.2385709914842,47
15,900.6223374419347,47
16,843.7056020591147,47
17,1522.0134553692537,47
18,572.0201071725473,47
19,1149.9934662049054,47
20,907.4660596120513,47
21,898.3359540571993,47
22,676.7437725300721,47
23,960.942130333773,47
24,676.2987045560085,47
25,328.2715899866098,47
26,20.905022183788596,47
27,392.5179201000542,47
28,680.0247397530926,47
29,940.6847835570694,47
30,405.63023261256683,47
31,530.2573151550953,47
32,214.95837927862596,47
33,849.9104624297354,47
34,301.60191951804194,47
35,663.9445603268268,47
36,754.8036771844515,47
37,1060.417663901276,47
38,431.3885151202538,47
39,926.7693445408552,47
40,652.8948720946357,47
41,1317.314279714612,47
42,328.2553326813346,47
43,999.9231793891614,47
44,878.3134702883216,47
1,280.4137895053809,48
2,372.54321040822566,48
3,834.5527319825478,48
4,1209.7853397058204,48
5,1089.7747532350181,48
6,1128.718024652663,48
7,1047.8525880480481,48
8,971.0456071342404,48
9,890.2569149408909,48
10,1346.841696358727,48
11,1567.9225360683406,48
12,706.3388725734184,48
13,1151.304597922352,48
14,556.7716384256361,48
15,878.8640661563524,48
16,855.5434463732149,48
17,1508.558546852048,48
18,593.6901963395841,48
19,1110.0760048369632,48
20,929.5609984902763,48
21,879.4492501773792,48
22,727.7030069295715,48
23,970.1396022055792,48
24,709.4946947193861,48
25,323.67993817144355,48
26,32.81028508769772,48
27,362.97997902209204,48
28,701.1775586204271,48
29,941.342731554697,48
30,406.54279156498825,48
31,481.7893571302948,48
32,188.44153063066997,48
33,838.1257780716251,48
34,300.28588374758465,48
35,697.5653419790249,48
36,744.2942672345679,48
37,1065.3596495803974,48
38,407.68328824447417,48
39,944.5560830626224,48
40,655.6862294652772,48
41,1341.2390082229085,48
42,360.58787758334483,48
43,1000.2760319939559,48
44,910.2715408582529,48
1,293.3555551965517,49
2,390.2328894891928,49
3,810.2025326932675,49
4,1187.4871411686713,49
5,1091.041006404888,49
6,1123.343171571919,49
7,1035.3938945206585,49
8,965.6670135415706,49
9,900.5828037040674,49
10,1317.8985361103732,49
11,1597.602294635543,49
12,716.8443700122349,49
13,1155.964288900797,49
14,587.7787315398404,49
15,892.3464035217014,49
16,863.3059515786504,49
17,1479.8867977530776,49
18,562.0654004932167,49
19,1051.2145810255272,49
20,915.289540094831,49
21,861.9746389220151,49
22,746.6781947861957,49
23,993.4852656365618,49
24,720.2825362960542,49
25,326.3571630473478,49
26,42.81581303709943,49
27,385.4745868865123,49
28,676.5147058891739,49
29,973.1203136318196,49
30,430.06201097230917,49
31,455.13481852556095,49
32,182.11940087006997,49
33,831.9554723786779,49
34,314.17147902139453,49
35,686.0081389235428,49
36,720.9688259442536,49
37,1043.4762053242343,49
38,388.8208535857726,49
39,961.8309139492144,49
40,689.5465805463742,49
41,1312.1086156911952,49
42,400.97478354500015,49
43,957.7148527950758,49
44,880.8844218543461,49
1,289.6663177697292,50
2,361.83831404672094,50
3,818.5597334303063,50
4,1176.6116940725017,50
5,1038.3918619499345,50
6,1098.2580710102939,50
7,1013.1252996691628,50
8,983.9546264725014,50
9,882.2397867022445,50
10,1290.814270310074,50
11,1626.2040232717047,50
12,733.372445104674,50
13,1133.8805958656346,50
14,596.2529823346971,50
15,881.320566323041,50
16,828.139506686321,50
17,1528.0539457696914,50
18,561.1898717849622,50
19,1047.8912175686974,50
20,896.1206662187429,50
21,854.4765123007008,50
22,741.6215344593512,50
23,1002.7660678293818,50
24,718.5968446999564,50
25,323.1821280285395,50
26,43.59940959542328,50
27,379.7628557038832,50
28,649.0812070277435,50
29,942.1046909253403,50
30,416.29279035315705,50
31,463.71463926296127,50
32,196.39219252575262,50
33,810.3629403692353,50
34,312.14317689654575,50
35,686.3998299462927,50
36,712.5357599763897,50
37,1046.627465418908,50
38,419.3327659596699,50
39,971.2335700741714,50
40,710.8519741851597,50
41,1332.3212611312558,50
42,454.7602492978881,50
43,961.3962414972531,50
44,912.325462845369,50
1,302.3714919278896,51
2,364.18219201137026,51
3,803.7942196828114,51
4,1248.5129769738894,51
5,1025.306418487349,51
6,1112.7513697735428,51
7,983.1689505712845,51
8,991.2256118861733,51
9,878.2687093328236,51
10,1291.7968846112644,51
11,1705.564648795977,51
12,760.2035345036578,51
13,1079.9969403012026,51
14,596.2886451790523,51
15,874.8125177402239,51
16,804.8222993019803,51
17,1531.2633800332678,51
18,597.2131004090962,51
19,1028.5265384130464,51
20,921.0573998820347,51
21,870.6497323343466,51
22,729.2331410193601,51
23,1076.6375912613275,51
24,719.5217323985208,51
25,342.3369007819482,51
26,43.26388417747785,51
27,374.6474826461857,51
28,675.2305201382945,51
29,948.8129929219375,51
30,402.7971486321051,51
31,476.2473097878727,51
32,180.00055283393965,51
33,767.7526306997684,51
34,344.555792225039,51
35,699.1151782908506,51
36,730.3741126985097,51
37,1001.0118001380961,51
38,432.8554362695259,51
39,1015.0264398710398,51
40,682.3267004437589,51
41,1311.3797916679387,51
42,455.2450276925893,51
43,924.0692482758403,51
44,895.7395412983483,51
1,289.7513102609644,52
2,385.4027216174752,52
3,808.1611502383066,52
4,1309.6696927269736,52
5,1063.832087567448,52
6,1129.3064713607373,52
7,971.3072505419291,52
8,947.3396681978741,52
9,809.6244014552558,52
10,1246.9310513999278,52
11,1659.17064340615,52
12,729.8886053566346,52
13,1077.7599695270426,52
14,563.9699373640741,52
15,883.0477453363716,52
16,824.0119092148251,52
17,1548.705420203096,52
18,554.0922321931914,52
19,1024.1751629096875,52
20,928.7970434372344,52
21,849.0198346855911,52
22,710.015998431621,52
23,1107.322680733124,52
24,696.8632312546557,52
25,369.36525532695777,52
26,68.49968416643264,52
27,396.7228060551108,52
28,671.7160350014979,52
29,923.6688987819693,52
30,418.08722474458114,52
31,471.90266849603296,52
32,152.78159775554013,52
33,766.8815257664482,52
34,332.98042227271276,52
35,679.7604682404208,52
36,744.868958975418,52
